Job_Title,Salary_Estimate,Rating,Company_Name,Location_,Size_,Founded,Type_of_Ownership,Industry_,Sector_,Revenue_,Competitors,Easy_Apply
Tactical Data Link (TDL) Analyst-,$43K-$69K (Glassdoor est.),3.8,"Oasis Systems
3.8","Hampton, VA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
Senior Data Analyst- Secret Clearance-,$43K-$69K (Glassdoor est.),5,"Counter Threat Solutions
5.0","Norfolk, VA",51 to 200 employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1
Data Analyst Junior,$43K-$69K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Hampton, VA",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
HQ Data Analyst,$43K-$69K (Glassdoor est.),3,"ITA International
3.0","Newport News, VA",201 to 500 employees,-1,Company - Public,Accounting,Accounting & Legal,$10 to $25 million (USD),-1,-1
USMTF Data Analyst,$43K-$69K (Glassdoor est.),3.8,"Oasis Systems
3.8","Hampton, VA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
Mid Data Analyst,$43K-$69K (Glassdoor est.),4.9,"Orbis, Inc.
4.9","Portsmouth, VA",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,-1
Product Data Business Analyst,$43K-$69K (Glassdoor est.),-1,Ferguson Experienced,"Newport News, VA",-1,-1,-1,-1,-1,-1,-1,-1
Retail Data Quality Analyst,$43K-$69K (Glassdoor est.),3.5,"Liberty Source
3.5","Hampton, VA",51 to 200 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,-1
USMTF Data Analyst with Security Clearance,$43K-$69K (Glassdoor est.),3.8,"Oasis Systems, LLC
3.8","Hampton, VA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
Senior Data Strategy Analyst (SDSA),$43K-$69K (Glassdoor est.),3.2,"National Capitol Contracting (NCC)
3.2","Norfolk, VA",51 to 200 employees,2002,Company - Private,Telecommunications Services,Telecommunications,$10 to $25 million (USD),-1,-1
Data Analyst - Va Beach - VA with Security Clearance,$43K-$69K (Glassdoor est.),3.1,"Occam Solutions Inc
3.1","Virginia Beach, VA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1
Configuration and Data Management (C&DM) Analyst,$43K-$69K (Glassdoor est.),3.5,"Analytical Mechanics Associates
3.5","Hampton, VA",201 to 500 employees,1962,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1
Jr Management Analyst (Data Management),$43K-$69K (Glassdoor est.),3.2,"GStek, Inc.
3.2","Yorktown, VA",201 to 500 employees,1992,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1,-1
Senior Data Analyst,$43K-$69K (Glassdoor est.),4.9,"Orbis, Inc.
4.9","Portsmouth, VA",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,-1
Tactical Data Link (TDL) Analyst,$49K-$112K (Glassdoor est.),3.8,"Oasis Systems
3.8","Hampton, VA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
Sr Data Business Analyst - FacilitySource,$49K-$112K (Glassdoor est.),3.7,"CBRE
3.7","Chesapeake, VA",10000+ employees,1906,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,-1,-1
Acoustics Data Analyst/Flight Test Engineer,$49K-$112K (Glassdoor est.),3.5,"Analytical Mechanics Associates
3.5","Hampton, VA",201 to 500 employees,1962,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1
Senior Data Analyst,$49K-$112K (Glassdoor est.),1,"Bluemont Technology & Research, Inc.
1.0","Norfolk, VA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1
Senior Data Analyst- Secret Clearance,$49K-$112K (Glassdoor est.),5,"Counter Threat Solutions
5.0","Norfolk, VA",51 to 200 employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1
Senior Data Management Analyst (SDMA),$49K-$112K (Glassdoor est.),3.2,"National Capitol Contracting (NCC)
3.2","Norfolk, VA",51 to 200 employees,2002,Company - Private,Telecommunications Services,Telecommunications,$10 to $25 million (USD),-1,-1
Data Analyst - Senior Consultant,$49K-$112K (Glassdoor est.),3.4,"Guidehouse
3.4","Norfolk, VA",5001 to 10000 employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1
Data Warehouse Programmer/Analyst,$49K-$112K (Glassdoor est.),3.1,"AXSEUM Inc
3.1","Fort Eustis, VA",51 to 200 employees,2002,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1
Data Analyst (Navy) - Mid and Junior Level,$49K-$112K (Glassdoor est.),-1,"Tamayo Federal Solutions, LLC","Portsmouth, VA",-1,-1,-1,-1,-1,-1,-1,-1
"Data Analyst - Senior Consultant - Norfolk, VA with Security Clearance",$49K-$112K (Glassdoor est.),3.4,"Guidehouse
3.4","Norfolk, VA",5001 to 10000 employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1
Program Analyst - AIS/Maintenance Data System Coordinator,$49K-$112K (Glassdoor est.),3.5,"Epsilon Systems Solutions, Inc.
3.5","Norfolk, VA",501 to 1000 employees,1998,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1,-1
MSC Logistics Data Analyst,$49K-$112K (Glassdoor est.),3.6,"CACI International
3.6","Norfolk, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC",-1
Data Analyst (Navy) - Mid Level,$49K-$112K (Glassdoor est.),-1,"Tamayo Federal Solutions, LLC","Portsmouth, VA",-1,-1,-1,-1,-1,-1,-1,-1
Business Intelligence & Data Analyst,$49K-$112K (Glassdoor est.),3.7,"PROSOFT
3.7","Norfolk, VA",201 to 500 employees,-1,Contract,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
Sr Data Business Analyst - FacilitySource,$49K-$112K (Glassdoor est.),3.6,"FacilitySource
3.6","Chesapeake, VA",1001 to 5000 employees,2001,Company - Public,Building & Personnel Services,Business Services,$100 to $500 million (USD),"First Service Networks, SMS Assist, Vixxo",-1
Senior Data Analyst (Navy),$49K-$112K (Glassdoor est.),-1,"Tamayo Federal Solutions, LLC","Portsmouth, VA",-1,-1,-1,-1,-1,-1,-1,-1
NIWC Service Desk Analyst Component Enterprise Data Center (CEDC with Security Clearance,$49K-$112K (Glassdoor est.),3.3,"Universal Consulting Services
3.3","Norfolk, VA",201 to 500 employees,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1
NIWC Service Desk Analyst Component Enterprise Data Center (CEDC).,$49K-$112K (Glassdoor est.),3.3,"Universal Consulting Services, Inc.
3.3","Norfolk, VA",201 to 500 employees,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1
Junior Data Analyst,$30K-$54K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Gainesville, FL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
Data Analyst,$30K-$54K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Gainesville, FL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
Data Analyst,$30K-$54K (Glassdoor est.),4.3,"University of Florida
4.3","Gainesville, FL",10000+ employees,1853,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1,-1
AvMed Data Governance Analyst,$30K-$54K (Glassdoor est.),3.1,"AvMed Health Plans
3.1","Gainesville, FL",501 to 1000 employees,1996,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,-1
Data Management Analyst II,$30K-$54K (Glassdoor est.),3.3,"Shands Jacksonville
3.3","Alachua, FL",1001 to 5000 employees,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1
Data Analyst Junior,$30K-$54K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Gainesville, FL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
Data Analyst â Junior,$30K-$54K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Gainesville, FL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
IT Analyst III Data Systems,$30K-$54K (Glassdoor est.),3.3,"Shands Jacksonville
3.3","Gainesville, FL",1001 to 5000 employees,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1
Product Data Analyst,$55K-$103K (Glassdoor est.),3.1,"Stamps.com
3.1","El Segundo, CA",1001 to 5000 employees,1996,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Pitney Bowes, US Postal Service, Envelope Manager Software",-1
Lead Data Analyst,$55K-$103K (Glassdoor est.),3.6,"Headspace
3.6","Santa Monica, CA",201 to 500 employees,2010,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1
Data Analytics Insights Analyst,$55K-$103K (Glassdoor est.),3.7,"Neustar
3.7","Los Angeles, CA",1001 to 5000 employees,1996,Company - Private,Internet,Information Technology,$500 million to $1 billion (USD),"Adobe, Akamai, Oracle",-1
Data Analyst,$55K-$103K (Glassdoor est.),5,"Wellth Inc.
5.0","Los Angeles, CA",1 to 50 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,-1
Data Analyst,$55K-$103K (Glassdoor est.),-1,People Tree,"Hermosa Beach, CA",1 to 50 employees,2013,Self-employed,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
Data Analyst,$55K-$103K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Los Angeles, CA",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
Product Data & Insights Analyst,$55K-$103K (Glassdoor est.),3.3,"Ruggable
3.3","Gardena, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
Survey Data Analyst,$55K-$103K (Glassdoor est.),5,"First Professional Services
5.0","Los Angeles, CA",51 to 200 employees,2018,Subsidiary or Business Segment,Internet,Information Technology,$1 to $5 million (USD),-1,-1
Senior Data Analyst,$55K-$103K (Glassdoor est.),3.6,"Steady
3.6","Los Angeles, CA",1 to 50 employees,2017,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE
Data Analyst,$55K-$103K (Glassdoor est.),4.3,"ConsultNet, LLC
4.3","Burbank, CA",201 to 500 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1
Data Analyst,$55K-$103K (Glassdoor est.),4.3,"Signal Sciences
4.3","Los Angeles, CA",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1
Data and Policy Analyst - Statistical Programmer,$55K-$103K (Glassdoor est.),3.2,"Acumen
3.2","Los Angeles, CA",201 to 500 employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Acumen,-1
Data Analyst,$55K-$103K (Glassdoor est.),4.5,"HireTalent
4.5","Los Angeles, CA",201 to 500 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,-1
"Senior Data Analyst, Marketing",$55K-$103K (Glassdoor est.),4.3,"Dave
4.3","Los Angeles, CA",1 to 50 employees,2016,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,-1
Data Analyst,$55K-$103K (Glassdoor est.),-1,Expertise LLC,"Los Angeles, CA",1 to 50 employees,-1,Contract,-1,-1,Unknown / Non-Applicable,-1,-1
Data Analyst,$55K-$103K (Glassdoor est.),4,"Lorven Technologies Inc
4.0","Los Angeles, CA",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
Data Analyst,$55K-$103K (Glassdoor est.),-1,Eleven Recruiting - CHURN,"Los Angeles, CA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
Data Analyst,$55K-$103K (Glassdoor est.),3.6,"ICONMA
3.6","Culver City, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Experis,-1
Data Analyst,$55K-$103K (Glassdoor est.),3.5,"HITRECORD
3.5","Los Angeles, CA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1
Data Analyst,$55K-$103K (Glassdoor est.),5,"Dot818
5.0","Glendale, CA",1 to 50 employees,2011,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,-1
Data Analyst,$55K-$103K (Glassdoor est.),3.4,"DatamanUSA
3.4","Los Angeles, CA",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,-1
Senior Database Analyst - Data Warehouse,$55K-$103K (Glassdoor est.),3.9,"Cedars-Sinai
3.9","Los Angeles, CA",10000+ employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"UCLA Health, City of Hope, Keck Medicine of USC",-1
Data Analyst,$55K-$103K (Glassdoor est.),-1,Eleven Recruiting - CHURN,"Los Angeles, CA",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst,$55K-$103K (Glassdoor est.),3.5,"Robert Half
3.5","El Segundo, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1
Data Analyst – Finance,$55K-$103K (Glassdoor est.),3.2,"Radiology Partners
3.2","El Segundo, CA",1001 to 5000 employees,2012,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
Data Analyst,$55K-$103K (Glassdoor est.),4.7,"PeerStreet
4.7","El Segundo, CA",51 to 200 employees,-1,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,-1,-1
Data Analyst,$55K-$103K (Glassdoor est.),4.7,"PlayQ
4.7","Santa Monica, CA",51 to 200 employees,2007,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,-1
Data Analyst,$55K-$103K (Glassdoor est.),4,"Lucky Day
4.0","Los Angeles, CA",1 to 50 employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1
Data and Reporting Analyst,$55K-$103K (Glassdoor est.),3.4,"Didi Hirsch Mental Health Services
3.4","Inglewood, CA",201 to 500 employees,1944,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
Data Analyst,$37K-$70K (Glassdoor est.),-1,Center For Policing Equity,"Los Angeles, CA",51 to 200 employees,-1,Nonprofit Organization,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1
Advanced Data Analytics Analyst,$37K-$70K (Glassdoor est.),3.7,"Human Good
3.7","Glendale, CA",1 to 50 employees,-1,Company - Private,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,-1,-1
Data Analyst,$37K-$70K (Glassdoor est.),4.1,"Swinerton Builders
4.1","Los Angeles, CA",1001 to 5000 employees,1888,Company - Private,Construction,"Construction, Repair & Maintenance",$2 to $5 billion (USD),"DPR Construction, Webcor",-1
Data Analyst,$37K-$70K (Glassdoor est.),3.1,"Relevante, Inc.
3.1","Los Angeles, CA",51 to 200 employees,2002,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1
Data Analyst,$37K-$70K (Glassdoor est.),3.7,"iSpace, Inc
3.7","Glendale, CA",51 to 200 employees,2000,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Cyient,-1
Data Analyst,$37K-$70K (Glassdoor est.),-1,Kharon,"Los Angeles, CA",51 to 200 employees,2017,Company - Public,-1,-1,$5 to $10 million (USD),-1,-1
Senior Data Intelligence Analyst,$37K-$70K (Glassdoor est.),3.9,"Cedars-Sinai
3.9","Los Angeles, CA",10000+ employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"UCLA Health, City of Hope, Keck Medicine of USC",-1
"Sr. Data Analyst, Consumer Applications",$37K-$70K (Glassdoor est.),3.8,"System1
3.8","Venice, CA",201 to 500 employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1
Data Governance Analyst,$37K-$70K (Glassdoor est.),3.5,"Western Asset
3.5","Pasadena, CA",501 to 1000 employees,1971,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"PIMCO, TCW, Oaktree Capital Management",-1
Data Analyst,$37K-$70K (Glassdoor est.),5,"Tilde Staff Inc.
5.0","Pasadena, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
"Senior Data Analyst, Data Insights",$37K-$70K (Glassdoor est.),3.8,"Hulu
3.8","Santa Monica, CA",1001 to 5000 employees,2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),"Netflix, Amazon, Apple",-1
Data Analyst,$37K-$70K (Glassdoor est.),3.8,"Login Consulting Services
3.8","El Segundo, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1
Workday Technical Analyst- Data Conversions,$37K-$70K (Glassdoor est.),4.2,"University of Southern California
4.2","Los Angeles, CA",10000+ employees,1880,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1,-1
Data Analyst Healthcare - Experienced or Entry Level,$37K-$70K (Glassdoor est.),3.1,"Delmarva Foundation
3.1","Cerritos, CA",501 to 1000 employees,1973,Nonprofit Organization,Consulting,Business Services,$50 to $100 million (USD),-1,-1
Woocommerce Data Governance Analyst,$37K-$70K (Glassdoor est.),4.1,"LiveGlam
4.1","Los Angeles, CA",51 to 200 employees,2016,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,-1,-1
"Analyst, Data Operations",$37K-$70K (Glassdoor est.),3.9,"Warner Bros. Entertainment
3.9","Burbank, CA",5001 to 10000 employees,1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),NBCUniversal,-1
Data Analyst,$37K-$70K (Glassdoor est.),-1,NextDeavor Services,"Carson, CA",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst,$37K-$70K (Glassdoor est.),3.5,"Cenergy
3.5","Irwindale, CA",51 to 200 employees,-1,Company - Private,Construction,"Construction, Repair & Maintenance",$10 to $25 million (USD),-1,-1
Data Analyst (Apex Legends),$37K-$70K (Glassdoor est.),3.9,"Electronic Arts
3.9","Los Angeles, CA",5001 to 10000 employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD),"Riot Games, Google, Activision Blizzard",-1
